ID	variant	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
4676	indel	1918	3	20	20	100	100.0	18	100	100.0
4677	indel	1870	5	20	20	100	95.0	16	100	100.0
4678	indel	152	3	5	5	100	80.0	0	0	0
4679	snp	898	2	20	20	100	35.0	8	0	0
4680	snp	921	19	20	20	0	0	18	0	0
4681	snp	1884	13	20	20	0	0	17	0	0
4682	snp	1744	5	20	20	0	0	17	0	0
4683	snp	614	3	10	10	100	100.0	5	100	100.0
4684	snp	1359	2	20	20	100	10.0	18	100	5.0
4685	snp	1087	13	16	16	0	0	13	0	0
4686	snp	697	4	20	18	100	5.0	15	0	0
4687	snp	207	1	6	6	100	66.0	2	100	50.0
4688	snp	822	1	20	18	100	33.0	9	0	0
4689	snp	866	3	15	13	100	7.0	11	100	9.0
4690	snp	489	6	20	18	100	5.0	16	100	6.0
4691	snp	110	1	5	3	100	66.0	0	0	0
4692	snp	892	2	20	20	100	30.0	13	0	0
4693	snp	1908	8	20	20	0	0	14	0	0
4694	snp	1434	15	18	18	0	0	13	0	0
4695	snp	270	1	20	18	100	22.0	13	100	7.0
4696	snp	1247	6	20	20	0	0	17	0	0
4697	snp	728	2	16	16	100	75.0	1	0	0
4698	snp	1293	2	20	20	100	45.0	11	100	27.0
4699	snp	1893	4	20	20	100	5.0	16	100	6.0
4700	snp	1028	3	20	20	100	5.0	18	100	5.0
4701	snp	574	3	10	10	100	60.0	7	100	42.0
4702	snp	801	1	20	16	100	12.0	15	100	13.0
4703	snp	1151	7	14	14	0	0	12	0	0
4704	snp	692	2	20	18	100	5.0	14	0	0
4705	snp	801	6	20	20	0	0	16	0	0
4706	snp	228	2	6	4	100	100.0	0	0	0
4707	snp	401	1	20	18	100	16.0	13	0	0
4708	snp	48	4	2	2	100	100.0	0	0	0
4709	snp	135	4	20	20	100	5.0	13	0	0
4710	snp	955	4	20	20	100	50.0	17	100	52.0
4711	snp	1511	3	20	20	100	30.0	15	100	40.0
4712	snp	1616	5	20	18	0	0	13	0	0
4713	snp	593	3	12	12	100	100.0	0	0	0
4714	snp	1182	1	20	20	100	45.0	6	0	0
4715	snp	1940	12	20	20	100	5.0	13	100	7.0
4716	snp	1878	2	20	20	100	10.0	19	100	10.0
4717	snp	1892	10	20	20	100	10.0	15	100	13.0
4718	snp	1827	8	20	18	0	0	14	0	0
4719	snp	1663	5	20	20	100	15.0	14	100	21.0
4720	snp	536	2	15	15	100	73.0	1	0	0
4721	snp	960	1	20	20	100	40.0	8	100	12.0
4722	snp	124	12	4	4	0	0	4	0	0
4723	snp	347	2	20	20	100	50.0	4	100	25.0
4724	snp	1053	9	14	14	100	92.0	12	100	100.0
4725	snp	1034	2	20	20	100	35.0	13	100	30.0
4726	snp	1022	12	20	20	100	10.0	17	100	11.0
4727	snp	475	3	7	7	100	23.333333333333332	5	66	20.0
4728	indel	951	1	20	20	100	65.0	14	100	57.0
4729	indel	763	14	14	14	100	53.42857142857143	13	100	57.142857142857146
4730	snp	638	1	20	20	100	45.0	0	0	0
4731	snp	1513	11	20	20	0	0	16	0	0
4732	snp	1916	8	20	20	100	30.0	17	100	29.0
4733	snp	1884	10	20	20	100	5.0	17	100	5.0
4734	snp	1313	7	20	20	100	10.0	13	100	7.0
4735	snp	127	13	3	3	0	0	0	0	0
4736	snp	587	3	20	20	100	35.0	12	0	0
4737	snp	763	7	13	13	0	0	13	0	0
4738	snp	604	1	20	18	100	11.0	18	100	11.0
4739	snp	597	2	12	12	100	25.0	8	0	0
4740	snp	963	1	20	20	100	45.0	6	0	0
4741	snp	1572	4	20	20	0	0	18	0	0
4742	snp	1288	23	20	20	0	0	19	0	0
4743	snp	563	4	9	9	100	22.0	6	0	0
4744	snp	1164	3	20	20	100	5.0	17	0	0
4745	snp	1520	7	20	20	0	0	18	0	0
4746	snp	865	2	15	15	100	46.0	6	0	0
4747	snp	48	10	13	11	100	9.0	11	100	9.0
4748	snp	350	1	20	20	100	10.0	16	0	0
4749	snp	120	1	2	2	100	50.0	1	0	0
4750	snp	330	1	20	16	100	31.0	12	100	8.0
4751	snp	517	2	20	20	100	25.0	13	100	15.0
4752	snp	890	6	16	14	100	64.0	10	100	90.0
4753	snp	1013	1	20	20	100	65.0	3	0	0
4754	snp	1578	3	20	20	100	10.0	9	100	22.0
4755	snp	1940	8	20	20	0	0	8	0	0
4756	snp	1940	4	20	20	0	0	8	0	0
4757	snp	1940	7	20	20	0	0	9	0	0
4758	snp	1924	9	20	20	0	0	10	0	0
4759	snp	1940	6	20	20	0	0	5	0	0
4760	snp	1940	10	20	20	0	0	13	0	0
4761	snp	1825	12	20	20	0	0	11	0	0
4762	snp	914	2	20	18	100	61.0	4	0	0
4763	snp	732	2	20	20	100	100.0	0	0	0
4764	snp	111	2	3	3	100	100.0	0	0	0
4765	snp	632	3	20	20	100	90.0	2	0	0
4766	snp	540	3	20	20	100	100.0	0	0	0
4767	snp	1124	2	20	20	100	15.0	7	0	0
4768	snp	1300	12	20	20	0	0	5	0	0
4769	snp	1300	7	20	20	100	5.0	8	100	12.0
4770	snp	1105	6	20	20	0	0	11	0	0
4771	snp	502	3	10	10	100	100.0	0	0	0
4772	snp	1378	6	20	20	100	50.0	7	100	14.0
4773	snp	1924	9	20	20	100	60.0	9	100	66.0
4774	snp	1253	9	20	20	100	20.0	15	100	26.0
4775	snp	215	2	5	5	100	100.0	0	0	0
4776	snp	800	3	20	20	100	100.0	0	0	0
4777	snp	1338	1	20	20	100	45.0	8	100	12.0
4778	snp	1780	2	20	20	100	10.0	12	100	8.0
4779	snp	1772	14	20	20	100	30.0	10	100	20.0
4780	snp	1772	11	20	20	100	5.0	11	100	9.0
4781	snp	1711	2	20	20	100	5.0	12	100	8.0
4782	snp	715	1	14	14	100	42.0	5	0	0
4783	snp	888	3	20	20	100	100.0	0	0	0
4784	snp	760	3	20	20	100	100.0	0	0	0
4785	snp	752	2	20	20	100	100.0	0	0	0
4786	snp	716	5	20	20	0	0	0	0	0
4787	snp	752	1	20	20	100	100.0	0	0	0
4788	snp	1319	3	20	20	100	10.0	3	0	0
4789	snp	1620	9	20	20	0	0	5	0	0
4790	snp	1215	17	20	20	100	45.0	1	0	0
4791	snp	1377	15	20	20	100	85.0	1	100	100.0
4792	snp	1021	8	20	20	100	65.0	5	100	100.0
4793	snp	1377	17	20	20	100	85.0	4	100	100.0
4794	snp	1053	6	20	20	100	60.0	4	100	75.0
4795	snp	972	12	20	20	100	60.0	2	100	100.0
4796	snp	1200	11	20	20	100	75.0	5	100	80.0
4797	snp	1134	10	20	20	100	65.0	14	100	57.0
4798	snp	1620	12	20	20	0	0	6	0	0
4799	snp	1602	4	20	20	100	10.0	6	100	33.0
4800	snp	1610	6	20	20	100	5.0	4	100	25.0
4801	snp	1620	11	20	20	0	0	3	0	0
4802	snp	1620	12	20	20	0	0	7	0	0
4803	snp	1612	18	20	20	100	5.0	5	100	20.0
4804	snp	1615	3	20	20	100	5.0	3	100	33.0
4805	snp	1620	7	20	20	0	0	2	0	0
4806	snp	1628	12	20	20	0	0	5	0	0
4807	snp	1628	10	20	20	0	0	2	0	0
4808	snp	1628	10	20	20	0	0	4	0	0
4809	snp	1620	12	20	20	0	0	2	0	0
4810	snp	1513	2	20	14	0	0	3	0	0
4811	snp	1373	1	20	12	0	0	2	0	0
4812	snp	1514	2	20	14	100	7.0	2	100	50.0
4813	snp	1544	1	20	14	0	0	1	0	0
4814	snp	1475	1	20	12	0	0	1	0	0
4815	snp	1545	1	20	18	100	11.0	2	0	0
4816	snp	1517	2	20	18	0	0	2	0	0
4817	snp	1441	1	20	18	0	0	0	0	0
4818	snp	1365	9	20	20	0	0	6	0	0
4819	snp	994	1	20	16	100	93.0	1	100	100.0
4820	snp	1000	6	20	20	100	45.0	0	0	0
4821	snp	932	1	20	20	100	35.0	0	0	0
4822	snp	922	1	20	14	100	92.0	0	0	0
4823	snp	877	2	20	14	100	100.0	0	0	0
4824	snp	809	1	20	6	100	100.0	0	0	0
4825	snp	831	2	17	13	100	100.0	0	0	0
4826	snp	1602	37	20	20	100	90.0	4	100	100.0
4827	snp	1157	14	20	20	100	65.0	9	100	66.0
4828	snp	1157	14	20	20	100	65.0	8	100	75.0
4829	snp	1424	17	20	20	100	80.0	11	100	81.0
4830	snp	534	10	10	10	100	60.0	8	100	50.0
4831	snp	1257	1	20	18	100	22.0	10	0	0
4832	snp	776	19	12	12	0	0	11	0	0
4833	snp	1014	5	20	20	0	0	3	0	0
4834	snp	1417	4	20	20	0	0	7	0	0
4835	snp	1815	10	20	20	0	0	9	0	0
4836	snp	1932	14	20	20	0	0	8	0	0
4837	snp	1924	10	20	20	0	0	11	0	0
4838	snp	1843	13	20	20	0	0	10	0	0
4839	snp	1940	10	20	20	0	0	5	0	0
4840	snp	1280	8	20	20	100	15.0	10	100	10.0
4841	snp	652	4	15	15	100	100.0	0	0	0
4842	snp	1287	3	20	20	100	20.0	4	0	0
4843	snp	1263	2	20	20	100	95.0	0	0	0
4844	snp	1169	4	20	20	100	95.0	0	0	0
4845	snp	1168	3	20	20	100	95.0	0	0	0
4846	snp	1222	9	20	20	100	100.0	0	0	0
4847	snp	1205	3	20	20	100	100.0	1	100	100.0
4848	snp	1166	2	20	20	100	100.0	0	0	0
4849	snp	1136	2	20	20	100	95.0	0	0	0
4850	snp	1187	1	20	20	100	95.0	1	0	0
4851	indel	1933	10	20	20	100	95.0	12	100	91.0
4852	indel	1593	6	20	20	100	95.0	10	100	90.0
4853	indel	756	2	17	15	100	93.0	0	0	0
4854	snp	514	1	20	20	100	20.0	13	0	0
4855	snp	1261	12	20	20	0	0	16	0	0
4856	snp	146	1	3	3	100	100.0	1	100	100.0
4857	snp	686	6	20	20	100	5.0	10	100	10.0
4858	snp	1746	12	20	20	0	0	10	0	0
4859	snp	229	1	5	5	100	80.0	1	0	0
4860	snp	77	18	20	16	100	6.0	7	100	14.0
4861	snp	935	10	11	11	100	45.0	9	100	44.0
4862	snp	393	2	20	20	100	15.0	4	100	25.0
4863	snp	623	6	12	10	100	100.0	4	100	100.0
4864	snp	658	1	20	20	100	100.0	0	0	0
4865	snp	947	1	20	20	100	80.0	3	100	100.0
4866	snp	1327	1	20	20	100	55.0	8	100	37.0
4867	snp	1805	3	20	20	100	10.0	10	0	0
4868	snp	1908	14	20	20	100	5.0	12	100	8.0
4869	snp	1932	15	20	20	0	0	6	0	0
4870	snp	1916	7	20	20	0	0	8	0	0
4871	snp	1932	8	20	20	0	0	12	0	0
4872	snp	1857	11	20	20	0	0	8	0	0
4873	snp	1440	5	20	20	0	0	9	0	0
4874	snp	929	3	20	20	100	40.0	3	0	0
4875	snp	176	2	4	4	100	100.0	0	0	0
4876	snp	760	1	20	20	100	100.0	0	0	0
4877	snp	856	5	20	20	100	55.0	0	0	0
4878	snp	899	3	20	20	100	10.0	0	0	0
4879	snp	900	13	20	20	0	0	0	0	0
4880	snp	935	6	20	20	0	0	1	0	0
4881	snp	1010	1	20	20	100	5.0	3	0	0
4882	snp	1336	7	20	20	0	0	6	0	0
4883	snp	1625	13	20	20	0	0	6	0	0
4884	snp	1720	7	20	20	100	5.0	6	0	0
4885	snp	1700	15	20	20	100	10.0	7	100	14.0
4886	snp	1741	7	20	20	100	5.0	5	0	0
4887	snp	1772	10	20	20	0	0	2	0	0
4888	snp	1780	10	20	20	0	0	3	0	0
4889	snp	1733	4	20	20	100	10.0	11	100	9.0
4890	snp	1756	17	20	20	0	0	8	0	0
4891	snp	1780	9	20	20	0	0	7	0	0
4892	snp	1772	11	20	20	0	0	6	0	0
4893	snp	1780	8	20	20	0	0	4	0	0
4894	snp	1780	12	20	20	0	0	3	0	0
4895	snp	1780	13	20	20	100	10.0	10	100	20.0
4896	snp	1780	9	20	20	0	0	8	0	0
4897	snp	1780	6	20	20	0	0	7	0	0
4898	snp	1772	4	20	20	0	0	7	0	0
4899	snp	1764	9	20	20	0	0	8	0	0
4900	snp	1772	7	20	20	0	0	5	0	0
4901	snp	1764	12	20	20	100	50.0	8	100	37.0
4902	snp	1570	13	20	20	100	10.0	9	100	22.0
4903	snp	1385	3	20	20	100	15.0	5	100	40.0
4904	snp	1270	10	20	20	0	0	4	0	0
4905	snp	1172	10	20	20	0	0	3	0	0
4906	snp	1155	4	20	18	25	5.0	3	0	0
4907	snp	1180	5	20	20	0	0	1	0	0
4908	snp	1163	3	20	18	0	0	5	0	0
4909	snp	1170	12	20	20	0	0	8	0	0
4910	snp	1026	2	20	20	100	15.0	10	100	10.0
4911	snp	840	2	20	18	100	94.0	0	0	0
4912	snp	658	1	20	18	100	100.0	0	0	0
4913	snp	360	2	9	9	100	88.0	0	0	0
4914	snp	161	8	20	20	0	0	7	0	0
4915	snp	1649	10	20	20	100	30.0	6	0	0
4916	snp	1738	9	20	20	100	90.0	3	100	100.0
4917	snp	1164	9	20	20	100	55.0	2	100	50.0
4918	snp	873	11	20	18	100	38.0	1	100	100.0
4919	snp	873	10	20	20	100	45.0	2	100	50.0
4920	snp	873	15	20	20	100	45.0	2	100	50.0
4921	snp	776	12	20	20	100	40.0	5	100	40.0
4922	snp	1261	15	20	20	100	65.0	3	100	33.0
4923	snp	995	2	20	18	100	55.0	5	100	80.0
4924	snp	970	15	20	20	100	50.0	4	100	50.0
4925	snp	1067	11	20	20	100	55.0	3	0	0
4926	snp	1164	7	20	20	100	60.0	1	100	100.0
4927	snp	873	14	20	20	100	45.0	1	0	0
4928	snp	679	15	20	20	100	35.0	4	0	0
4929	snp	873	4	20	20	100	45.0	1	0	0
4930	snp	1067	13	20	20	100	55.0	0	0	0
4931	snp	970	17	20	20	100	50.0	5	100	40.0
4932	snp	1067	18	20	20	100	50.0	10	100	50.0
4933	snp	776	11	20	20	100	40.0	6	100	50.0
4934	snp	1164	13	20	20	100	60.0	2	0	0
4935	snp	1067	13	20	20	100	55.0	3	100	66.0
4936	snp	1067	9	20	20	100	55.0	2	100	50.0
4937	snp	1261	11	20	20	100	65.0	3	100	66.0
4938	snp	582	16	20	20	100	30.0	2	100	50.0
4939	snp	1067	13	20	20	100	55.0	1	0	0
4940	snp	962	6	20	20	100	50.0	3	100	100.0
4941	snp	1067	13	20	20	100	55.0	5	100	40.0
4942	snp	970	9	20	20	100	50.0	4	100	25.0
4943	snp	679	10	20	20	100	35.0	3	100	33.0
4944	snp	582	11	20	20	100	30.0	5	100	40.0
4945	snp	1350	11	20	20	100	70.0	3	100	66.0
4946	snp	1164	19	20	20	100	60.0	2	100	100.0
4947	snp	768	10	20	20	100	40.0	4	100	25.0
4948	snp	1261	28	20	20	100	65.0	2	100	100.0
4949	snp	1649	7	20	20	100	85.0	6	100	100.0
4950	snp	1072	7	20	18	100	61.0	1	100	100.0
4951	snp	970	15	20	20	100	50.0	3	100	33.0
4952	snp	1156	10	20	20	100	60.0	6	100	66.0
4953	snp	679	6	20	20	100	35.0	6	100	16.0
4954	snp	776	10	20	20	100	40.0	7	100	28.0
4955	snp	1067	6	20	18	100	50.0	6	100	50.0
4956	snp	1261	12	20	20	100	65.0	3	100	66.0
4957	snp	873	12	20	20	100	45.0	2	100	100.0
4958	snp	962	289	20	20	100	50.0	4	100	50.0
4959	snp	797	1	20	6	100	50.0	4	100	50.0
4960	snp	1164	7	20	20	100	60.0	2	0	0
4961	snp	679	12	20	20	100	35.0	3	100	66.0
4962	snp	970	16	20	20	100	50.0	3	100	66.0
4963	snp	776	14	20	20	100	40.0	8	100	37.0
4964	snp	582	52	20	20	100	30.0	2	0	0
4965	snp	679	16	20	20	100	35.0	3	100	33.0
4966	snp	1164	16	20	20	100	60.0	4	100	100.0
4967	snp	970	9	20	20	100	50.0	2	100	100.0
4968	snp	1253	14	20	20	100	65.0	6	100	66.0
4969	snp	954	14	20	20	100	50.0	9	100	55.0
4970	snp	970	12	20	20	100	50.0	10	100	70.0
4971	snp	1158	7	20	20	100	15.0	13	100	23.0
4972	snp	1378	8	20	20	0	0	3	0	0
4973	snp	1397	8	20	20	0	0	4	0	0
4974	snp	1170	9	20	20	0	0	5	0	0
4975	snp	1015	7	20	20	100	5.0	4	100	25.0
4976	snp	940	6	20	20	0	0	3	0	0
4977	snp	948	7	20	20	0	0	3	0	0
4978	snp	931	14	20	20	100	10.0	1	0	0
4979	snp	847	1	20	16	0	0	0	0	0
4980	snp	810	6	20	18	100	5.0	0	0	0
4981	snp	746	1	20	18	100	100.0	0	0	0
4982	snp	762	1	20	20	100	100.0	0	0	0
4983	snp	714	1	20	18	100	100.0	0	0	0
4984	snp	720	1	20	20	100	100.0	0	0	0
4985	snp	712	1	20	20	100	100.0	0	0	0
4986	snp	700	4	20	20	100	100.0	0	0	0
4987	snp	700	7	20	20	100	100.0	0	0	0
4988	snp	700	1	20	20	100	100.0	0	0	0
4989	snp	699	5	20	20	100	100.0	0	0	0
4990	snp	681	2	20	18	100	100.0	0	0	0
4991	snp	698	2	20	20	100	100.0	0	0	0
4992	snp	691	5	20	20	100	100.0	0	0	0
4993	snp	700	5	20	20	100	100.0	0	0	0
4994	snp	700	14	20	20	100	100.0	0	0	0
4995	snp	701	2	20	20	100	100.0	0	0	0
4996	snp	760	1	20	18	100	100.0	0	0	0
4997	snp	700	4	20	20	100	100.0	0	0	0
4998	snp	385	4	12	12	100	91.0	0	0	0
4999	snp	833	2	20	20	100	75.0	1	0	0
5000	snp	1530	9	20	20	0	0	8	0	0
5001	snp	1925	7	20	20	100	5.0	10	100	10.0
5002	snp	1932	9	20	20	0	0	9	0	0
5003	snp	1932	12	20	20	0	0	7	0	0
5004	snp	1940	17	20	20	100	5.0	10	100	10.0
5005	snp	1940	16	20	20	100	5.0	10	100	10.0
5006	snp	1683	12	20	20	100	10.0	7	100	28.0
5007	snp	1360	1	20	20	100	5.0	5	0	0
5008	snp	343	5	7	7	100	100.0	0	0	0
5009	snp	1080	8	20	20	100	100.0	0	0	0
5010	snp	1076	2	20	20	100	100.0	0	0	0
5011	snp	1080	1	20	20	100	100.0	0	0	0
5012	snp	1495	3	20	20	100	11.666666666666666	7	100	18.666666666666668
5013	snp	1750	8	20	20	0	0	9	0	0
5014	snp	1780	15	20	20	0	0	3	0	0
5015	snp	1772	7	20	20	0	0	12	0	0
5016	snp	1772	9	20	20	0	0	5	0	0
5017	snp	1772	16	20	20	100	5.0	9	100	11.0
5018	snp	1764	5	20	20	0	0	4	0	0
5019	snp	1780	15	20	20	0	0	5	0	0
5020	snp	1780	16	20	20	0	0	10	0	0
5021	snp	1780	7	20	20	0	0	5	0	0
5022	snp	1720	10	20	20	0	0	12	0	0
5023	snp	1387	13	20	20	100	5.0	4	100	25.0
5024	snp	945	2	20	20	100	85.0	3	100	33.0
5025	snp	872	3	18	18	100	100.0	0	0	0
5026	snp	920	2	20	20	100	100.0	0	0	0
5027	snp	668	5	20	20	100	65.0	2	100	50.0
5028	snp	316	16	20	20	100	15.0	2	100	50.0
5029	snp	324	14	20	20	100	20.0	1	0	0
5030	snp	324	12	20	20	100	15.0	4	100	75.0
5031	snp	324	177	20	18	100	22.0	1	100	100.0
5032	snp	162	19	20	20	100	10.0	3	100	33.0
5033	snp	324	15	20	20	100	15.0	8	100	25.0
5034	snp	162	14	20	20	100	5.0	7	100	14.0
5035	snp	405	16	20	20	100	15.0	5	100	40.0
5036	snp	243	15	20	20	100	10.0	8	100	25.0
5037	snp	1053	12	20	20	100	10.0	11	100	18.0
5038	snp	666	12	20	20	100	35.0	6	100	66.0
5039	snp	1238	1	20	20	100	70.0	8	100	75.0
5040	snp	1932	11	20	20	0	0	9	0	0
5041	snp	1883	4	20	20	100	5.0	3	0	0
5042	snp	1875	7	20	20	0	0	12	0	0
5043	snp	1924	7	20	20	0	0	9	0	0
5044	snp	1918	5	20	20	100	10.0	6	100	33.0
5045	snp	1940	22	20	20	0	0	7	0	0
5046	snp	1837	2	20	18	0	0	11	0	0
5047	snp	1006	2	20	20	100	70.0	8	100	25.0
5048	snp	162	6	4	4	100	100.0	0	0	0
5049	snp	898	6	20	20	100	95.0	0	0	0
5050	snp	1414	2	20	20	100	100.0	6	100	100.0
5051	snp	1634	6	20	20	100	55.0	11	100	45.0
5052	snp	1765	6	20	20	100	5.0	9	100	11.0
5053	snp	1765	8	20	20	100	15.0	8	100	37.0
5054	snp	1780	14	20	20	100	15.0	5	100	40.0
5055	snp	1754	9	20	20	100	9.444444444444445	5	100	20.0
5056	snp	1770	11	20	20	90	5.0	4	90	25.0
5057	snp	1764	10	20	20	0	0	6	0	0
5058	snp	1780	11	20	20	0	0	7	0	0
5059	snp	1780	16	20	20	100	55.0	10	100	40.0
5060	snp	1412	7	20	20	100	10.0	11	100	18.0
5061	snp	920	1	20	20	100	100.0	1	100	100.0
5062	snp	129	2	3	3	100	100.0	0	0	0
5063	snp	816	2	20	20	100	70.0	5	100	40.0
5064	snp	1478	5	20	20	100	5.0	5	0	0
5065	snp	1660	11	20	20	0	0	9	0	0
5066	snp	1867	5	20	20	100	5.0	8	100	12.0
5067	snp	1827	9	20	20	0	0	8	0	0
5068	snp	1917	5	20	20	100	5.0	11	100	9.0
5069	snp	1917	7	20	20	100	5.0	6	100	16.0
5070	snp	1859	2	20	20	100	5.0	8	0	0
5071	snp	1940	6	20	20	100	5.0	9	100	11.0
5072	snp	1843	3	20	20	100	5.0	16	100	6.0
5073	snp	1924	7	20	20	0	0	12	0	0
5074	snp	1940	7	20	20	0	0	10	0	0
5075	snp	1940	7	20	20	100	5.0	7	100	14.0
5076	snp	1789	7	20	20	100	5.0	5	100	20.0
5077	snp	1330	14	20	20	0	0	12	0	0
5078	snp	895	1	20	18	100	38.0	6	0	0
5079	snp	264	2	6	6	100	100.0	0	0	0
5080	snp	871	1	20	20	100	50.0	16	100	50.0
5081	snp	795	2	13	13	100	30.0	7	100	14.0
5082	snp	885	1	20	20	100	100.0	0	0	0
5083	snp	1561	5	20	20	100	65.0	7	100	57.0
5084	snp	1602	6	20	20	100	25.0	14	100	21.0
5085	snp	1773	4	20	20	100	5.0	13	100	7.0
5086	snp	1735	11	20	20	0	0	12	0	0
5087	snp	1083	2	20	20	100	100.0	0	0	0
5088	snp	1012	1	20	20	100	100.0	1	100	100.0
5089	snp	1433	5	20	20	100	10.0	9	100	11.0
5090	snp	1840	5	20	20	0	0	3	0	0
5091	snp	1798	6	20	20	0	0	1	0	0
5092	snp	1915	13	20	20	0	0	10	0	0
5093	snp	1940	7	20	20	0	0	10	0	0
5094	snp	1940	12	20	20	0	0	5	0	0
5095	snp	1932	9	20	20	0	0	11	0	0
5096	snp	1685	1	20	20	100	5.0	10	0	0
5097	snp	585	10	14	14	100	7.0	1	100	100.0
5098	snp	1381	4	20	20	100	30.0	9	100	22.0
5099	snp	1764	6	20	20	0	0	8	0	0
5100	snp	1772	10	20	20	0	0	6	0	0
5101	snp	1780	9	20	20	0	0	7	0	0
5102	snp	1780	12	20	20	0	0	8	0	0
5103	snp	1772	5	20	20	0	0	9	0	0
5104	snp	1212	5	20	20	100	10.0	10	100	20.0
5105	snp	420	6	11	11	100	90.0	0	0	0
5106	snp	1228	1	20	20	100	25.0	3	0	0
5107	snp	1775	4	20	20	0	0	4	0	0
5108	snp	1933	8	20	20	100	5.0	9	100	11.0
5109	snp	1940	11	20	20	0	0	13	0	0
5110	snp	1940	12	20	20	0	0	12	0	0
5111	snp	1096	8	20	20	0	0	9	0	0
5112	snp	240	2	6	6	100	100.0	4	100	100.0
5113	snp	1130	3	20	20	100	10.0	10	100	10.0
5114	snp	1930	6	20	20	100	5.0	9	100	11.0
5115	snp	1932	12	20	20	0	0	7	0	0
5116	snp	1932	10	20	20	0	0	9	0	0
5117	snp	1924	10	20	20	0	0	12	0	0
5118	snp	1940	9	20	20	0	0	6	0	0
5119	snp	1924	8	20	20	0	0	5	0	0
5120	snp	1770	10	20	20	100	10.0	11	100	18.0
5121	snp	378	4	10	8	100	100.0	0	0	0
5122	snp	1311	2	20	20	100	37.5	7	0	0
5123	snp	1447	8	20	20	0	0	17	0	0
5124	snp	252	4	5	5	100	80.0	1	0	0
5125	snp	1213	5	20	20	100	35.0	5	0	0
5126	snp	1721	4	20	20	100	5.0	4	0	0
5127	snp	1932	10	20	20	0	0	12	0	0
5128	snp	1827	10	20	20	0	0	16	0	0
5129	snp	1919	10	20	20	100	15.0	18	100	16.0
5130	snp	1415	7	20	20	0	0	16	0	0
5131	snp	947	4	20	18	100	55.0	1	0	0
5132	snp	480	1	11	11	100	100.0	0	0	0
5133	snp	681	1	20	20	100	75.0	2	100	50.0
5134	snp	1678	9	20	20	0	0	16	0	0
5135	snp	1940	11	20	20	0	0	9	0	0
5136	snp	1932	15	20	20	0	0	10	0	0
5137	snp	1835	6	20	20	100	5.0	15	100	6.0
5138	snp	1575	9	20	18	0	0	8	0	0
5139	snp	303	2	6	6	100	100.0	2	100	100.0
5140	snp	863	2	20	18	100	13.5	9	50	11.0
5141	snp	1835	4	20	20	0	0	14	0	0
5142	snp	1398	4	20	18	0	0	12	0	0
5143	snp	201	1	3	3	100	100.0	0	0	0
5144	snp	658	2	20	16	100	25.0	6	0	0
5145	snp	761	8	13	9	100	11.0	8	100	12.0
5146	snp	1628	11	20	20	0	0	2	0	0
5147	snp	1628	12	20	20	0	0	2	0	0
5148	snp	1620	17	20	20	0	0	0	0	0
5149	snp	1620	12	20	20	0	0	5	0	0
5150	snp	243	18	20	20	0	0	6	0	0
5151	snp	1134	13	20	20	100	60.0	4	100	25.0
5152	snp	1215	5	20	20	100	75.0	5	100	40.0
5153	snp	1296	13	20	20	100	80.0	3	100	33.0
5154	snp	1377	9	20	20	100	85.0	4	100	50.0
5155	snp	1377	6	20	20	100	85.0	1	100	100.0
5156	snp	972	15	20	20	100	55.0	8	100	75.0
5157	snp	810	6	20	20	100	50.0	9	100	33.0
5158	snp	1296	4	20	20	100	80.0	7	100	71.0
5159	snp	1377	18	20	20	100	85.0	8	100	87.0
5160	snp	1377	7	20	20	100	80.0	5	100	60.0
5161	snp	1134	8	20	20	100	70.0	11	100	72.0
5162	snp	1539	10	20	20	100	25.0	10	100	50.0
5163	snp	1603	14	20	20	0	0	4	0	0
5164	snp	1023	1	20	16	100	81.0	3	100	66.0
5165	snp	900	4	20	16	100	68.0	1	100	100.0
5166	snp	777	3	20	18	100	55.0	0	0	0
5167	snp	765	3	20	20	100	5.0	0	0	0
5168	snp	971	6	20	16	100	100.0	0	0	0
5169	snp	661	1	20	20	100	35.0	0	0	0
5170	snp	976	1	20	18	100	100.0	0	0	0
5171	snp	992	4	20	18	100	100.0	0	0	0
5172	snp	134	2	3	1	100	100.0	0	0	0
5173	snp	614	1	20	20	100	70.0	2	100	100.0
5174	snp	1908	4	20	20	100	10.0	5	100	40.0
5175	snp	1940	12	20	20	0	0	7	0	0
5176	snp	1932	10	20	20	100	10.0	9	100	11.0
5177	snp	1933	11	20	20	100	10.0	11	100	18.0
5178	snp	1940	17	20	20	0	0	7	0	0
5179	snp	1940	8	20	20	100	5.0	8	100	12.0
5180	snp	1933	11	20	20	100	10.0	7	100	28.0
5181	snp	1932	7	20	20	100	15.0	9	100	22.0
5182	snp	1699	3	20	14	0	0	4	0	0
5183	snp	1291	1	20	6	0	0	3	0	0
5184	snp	1208	1	20	12	0	0	5	0	0
5185	snp	765	2	20	10	100	40.0	2	100	100.0
5186	snp	481	2	20	20	100	100.0	0	0	0
5187	snp	478	3	20	20	100	100.0	0	0	0
5188	snp	230	3	10	10	100	100.0	0	0	0
5189	snp	1165	10	20	20	100	65.0	3	100	100.0
5190	snp	1594	14	20	20	100	90.0	3	100	100.0
